"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Software Vulnerability and Functionality Assessment using LLMs","R. I. T. Jensen; V. Tawosi; S. Alamir","JP Morgan AI Research, London, UK; JP Morgan AI Research, London, UK; JP Morgan AI Research, London, UK",2024 IEEE/ACM International Workshop on Natural Language-Based Software Engineering (NLBSE),"29 Aug 2024","2024","","","25","28","While code review is central to the software development process, it can be tedious and expensive to carry out. In this paper, we investigate whether and how Large Language Models (LLMs) can aid with code reviews. Our investigation focuses on two tasks that we argue are fundamental to good reviews: (i) flagging code with security vulnerabilities and (ii) performing software functionality validation, i.e., ensuring that code meets its intended functionality. To test performance on both tasks, we use zero-shot and chain-of-thought prompting to obtain final “approve or reject” recommendations. As data, we employ seminal code generation datasets (HumanEval and MBPP) along with expert-written code snippets with security vulnerabilities from the Common Weakness Enumeration (CWE). Our experiments consider a mixture of three proprietary models from OpenAI and smaller open-source LLMs. We find that the former outperforms the latter by a large margin. Motivated by promising results, we finally ask our models to provide detailed descriptions of security vulnerabilities. Results show that $36.7 \%$ of LLM-generated descriptions can be associated with true CWE vulnerabilities.CCS CONCEPTS• Software and its engineering → Software verification and validation; Software development techniques.","","979-8-4007-0576-2","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10647161","Software Security;Functional Validation;Large Language Models","Codes;Reviews;Large language models;Conferences;Software;Security;Task analysis","","5","","22","","29 Aug 2024","20-20 April 2024","20-20 April 2024","IEEE","IEEE Conferences"
"DataAgent: Evaluating Large Language Models’ Ability to Answer Zero-Shot, Natural Language Queries","M. Mishra; A. Braham; C. Marsom; B. Chung; G. Griffin; D. Sidnerlikar; C. Sarin; A. Rajaram","Irvington High School, Fremont, United States; Pioneer High School, Sousse, Tunisia; Davis Senior High School, Davis, United States; The Loomis Chaffee School, Windsor, United States; Bellarmine College Preparatory, Sunnyvale, United States; Rutgers University, New Brunswick, United States; Bellarmine College Preparatory, Sunnyvale, United States; University of Maryland, Frisco, United States",2024 IEEE 3rd International Conference on AI in Cybersecurity (ICAIC),"16 Feb 2024","2024","","","1","5","Conventional processes for analyzing datasets and extracting meaningful information are often time-consuming and laborious. Previous work has identified manual, repetitive coding and data collection as major obstacles that hinder data scientists from undertaking more nuanced labor and high-level projects. To combat this, we evaluated OpenAI’s GPT-3.5 as a ""Language Data Scientist"" (LDS) that can extrapolate key findings, including correlations and basic information, from a given dataset. The model was tested on a diverse set of benchmark datasets to evaluate its performance across multiple standards, including data science code-generation based tasks involving libraries such as NumPy, Pandas, Scikit-Learn, and TensorFlow, and was broadly successful in correctly answering a given data science query related to the benchmark dataset. The LDS used various novel prompt engineering techniques to effectively answer a given question, including Chain-of-Thought reinforcement and SayCan prompt engineering. Our findings demonstrate great potential for leveraging Large Language Models for low-level, zero-shot data analysis.","","979-8-3503-8185-6","10.1109/ICAIC60265.2024.10433803","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10433803","GPT;data science;natural language processing;large language model;data processing;RefleXion;Chain-of-Thought;SayCan;action plan generation;zero-shot prompting;plain language","Natural languages;Manuals;Data science;Benchmark testing;Data models;Task analysis;Standards","","3","","10","IEEE","16 Feb 2024","7-9 Feb. 2024","7-9 Feb. 2024","IEEE","IEEE Conferences"
"Human-AI Collaboration in Software Engineering: Lessons Learned from a Hands-On Workshop","M. Hamza; D. Siemon; M. A. Akbar; T. Rahman","Software Engineering, LUT University, Lahti, Finland; Software Engineering, LUT University, Lahti, Finland; Software Engineering, LUT University, Lahti, Finland; Software Engineering, LUT University, Lahti, Finland",2024 IEEE/ACM International Workshop on Software-Intensive Business (IWSiB),"3 Sep 2024","2024","","","7","14","This paper investigates the dynamics of human-AI collaboration in software engineering, focusing on the use of ChatGPT. Through a thematic analysis of a hands-on workshop in which 22 professional software engineers collaborated for three hours with ChatGPT, we explore the transition of AI from a mere tool to a collaborative partner. The study identifies key themes such as the evolving nature of human-AI interaction, the capabilities of AI in software engineering tasks, and the challenges and limitations of integrating AI in this domain. The findings show that while AI, particularly ChatGPT, improves the efficiency of code generation and optimization, human oversight remains crucial, especially in areas requiring complex problem-solving and security considerations. This research contributes to the theoretical understanding of human-AI collaboration in software engineering and provides practical insights for effectively integrating AI tools into development processes. It highlights the need for clear role allocation, effective communication, and balanced AI-human collaboration to realize the full potential of AI in software engineering.","","979-8-4007-0571-7","10.1145/3643690.3648236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10653701","Generative AI;ChatGPT;Software Engineering;Workshop;Empirical Investigation","Conferences;Collaboration;Chatbots;Software;Security;Resource management;Problem-solving","","6","","32","CCBY","3 Sep 2024","16-16 April 2024","16-16 April 2024","IEEE","IEEE Conferences"
"Automated Program Repair for Introductory Programming Assignments","H. Wan; H. Luo; M. Li; X. Luo","State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, China; State Key Laboratory of Virtual Reality Technology and Systems, School of Computer Science and Engineering, Beihang University, Beijing, China; Image Processing Center, School of Astronautics, Beihang University, Beijing, China",IEEE Transactions on Learning Technologies,"11 Jun 2024","2024","17","","1705","1720","Automatic program repair (APR) tools are valuable for students to assist them with debugging tasks since program repair captures the code modification to make a buggy program pass the given test-suite. However, the process of manually generating catalogs of code modifications is intricate and time-consuming. This article proposes contextual error model repair (CEMR), an automated program repair tool for introductory programming assignments. CEMR is designed to learn program code modifications from incorrect–correct code pairs automatically. Then, it utilizes these code modifications along with CodeBERT, a generative AI, to repair students' new incorrect programs in the same programming assignment. CEMR builds on the observation that code edits performed by students in pairs of incorrect–correct code can be used as input–output examples for learning code modifications. The key idea of CEMR is to leverage the wisdom of the crowd: it uses the existing code modifications of incorrect–correct student code pairs to repair the new incorrect student attempts. We chose three of the most related APR tools, Refazer, Refactory, and AlphaRepair, as the baselines to compare against CEMR. The experimental results demonstrate that, on public and real classroom datasets, CEMR achieves higher repair rates than the baselines. Through further analysis, CEMR has demonstrated promising effectiveness in addressing semantical and logical errors while its performance in fixing syntactical errors is limited. In terms of time for repairing buggy programs, CEMR costs approximately half as much as AlphaRepair requires. We opine that CEMR not only be seen as a program repair method that achieves good results with incorrect–correct code pairs but also be further utilized to generate hints to better assist students in learning programming.","1939-1382","","10.1109/TLT.2024.3403710","National Natural Science Foundation of China(grant numbers:61907002); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10535720","Large language model;program repair;programming education","Codes;Maintenance engineering;Programming profession;Context modeling;Syntactics;Computer bugs;Problem-solving","","3","","44","IEEE","21 May 2024","2024","","IEEE","IEEE Journals"
"Understanding Defects in Generated Codes by Language Models","A. M. Esfahani; N. Kahani; S. A. Ajila","Systems and Computer Engineering, Carleton University, Ottawa, Canada; Systems and Computer Engineering, Carleton University, Ottawa, Canada; Systems and Computer Engineering, Carleton University, Ottawa, Canada",2024 34th International Conference on Collaborative Advances in Software and COmputiNg (CASCON),"17 Jan 2025","2024","","","1","10","This study investigates the reliability of code generation by Large Language Models (LLMs), focusing on identifying and analyzing defects in the generated code. Despite the advanced capabilities of LLMs in automating code generation, ensuring the accuracy and functionality of the output remains a significant challenge. By using a structured defect classification method to understand their nature and origins this study categorizes and analyzes 367 identified defects from code snippets generated by LLMs, with a significant proportion being functionality and algorithm errors. These error categories indicate key areas where LLMs frequently fail, underscoring the need for targeted improvements. To enhance the accuracy of code generation, this paper implemented five prompt engineering techniques, including Scratchpad Prompting, Program of Thoughts Prompting, Chain-of-Thought Prompting, Chain of Code Prompting, and Structured Chain-of-Thought Prompting. These techniques were applied to refine the input prompts, aiming to reduce ambiguities and improve the models' accuracy rate. The research findings suggest that precise and structured prompting significantly miti-gates common defects, thereby increasing the reliability of LLM-aenerated code.","","979-8-3315-0483-0","10.1109/CASCON62161.2024.10837857","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10837857","Large Language Models (LLMs);Code Generation;Defect Classification;Software Testing;Prompt Engineering","Codes;Accuracy;Large language models;Focusing;Collaboration;Reliability engineering;Software;Encoding;Software reliability;Prompt engineering","","2","","44","IEEE","17 Jan 2025","11-13 Nov. 2024","11-13 Nov. 2024","IEEE","IEEE Conferences"
"Weaknesses in LLM-Generated Code for Embedded Systems Networking","M. Dunne; K. Schram; S. Fischmeister","University of Waterloo, Waterloo, ON, Canada; University of Waterloo, Waterloo, ON, Canada; University of Waterloo, Waterloo, ON, Canada","2024 IEEE 24th International Conference on Software Quality, Reliability and Security (QRS)","26 Sep 2024","2024","","","250","261","Modern firmware development is done in a fast-paced, time-constrained environment. This pressure tempts developers to use generative AI to write code for them to save time. While this is a powerful tool with careful developer review, these reviews are commonly sacrificed to meet deadlines. This results in AI-written code existing verbatim, deployed in the firmware of devices finding their way into our cyber-physical environment. In the absence of developer oversight, we suggest that generative AI-written code does not sufficiently account for common software weaknesses. In this work, we explore a collection of modern Large Language Models (LLMs) and use them to generate code based on popular network standards. We fuzz this code to discover vulnerabilities in the code generated by the LLMs. We organize these vulnerabilities according to the Common Weakness Enumeration (CWE) and use them to develop a three-axis taxonomy of common LLM-generated weaknesses. Finally, we provide suggested input categories to more easily exploit these weaknesses in a black-box setting, as a first step towards fuzz testing for LLM-generated code in embedded systems networking.","2693-9177","979-8-3503-6563-4","10.1109/QRS62785.2024.00033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10684634","Fuzzing;Large Language Models","Codes;Embedded systems;Reviews;Taxonomy;Software quality;Fuzzing;Software reliability","","7","","31","IEEE","26 Sep 2024","1-5 July 2024","1-5 July 2024","IEEE","IEEE Conferences"
"LLM-AID: Leveraging Large Language Models for Rapid Domain-Specific Accelerator Development","F. Firouzi; S. S. R. Nakkilla; C. Fu; S. Banerjee; J. Talukdar; K. Chakrabarty","Arizona State University (ASU), Tempe, AZ, USA; Arizona State University (ASU), Tempe, AZ, USA; Chinese University of Hong Kong, Hong Kong, China; NVIDIA Corporation, Santa Clara, CA, USA; NVIDIA Corporation, Santa Clara, CA, USA; Arizona State University (ASU), Tempe, AZ, USA",2024 ACM/IEEE International Conference On Computer Aided Design (ICCAD),"29 Aug 2025","2024","","","1","9","The challenges posed by the Dark Silicon era, combined with the escalating computational demands of emerging applications, such as Deep Learning (DL), have strained the capabilities of traditional CPUs and GPUs, necessitating the development of Domain-Specific Accelerators (DSAs). Despite offering substantial enhancements in Power, Performance, and Area (PPA), DSAs encounter significant challenges, including the rapid evolution of applications that necessitate the frequent development of new architectures. This, coupled with the expertise-intensive nature of the design process, often leads to reduced flexibility and extended development cycles, ultimately hindering the broader adoption and efficient deployment of DSAs. To address these challenges, this paper introduces LLM-AID, an agile framework that streamlines the DSA design flow by transforming high-level abstract specifications into Hardware Description Language (HDL) code and facilitating backend Computer-Aided Design (CAD) tool operations. By synergistically combining Large Language Models (LLMs), High-Level Synthesis (HLS) tools, design exploration techniques, and symbolic AI, LLM-AID dramatically accelerates design iterations, optimizes hardware performance, and significantly reduces time-to-market. This innovative approach democratizes DSA development, empowering designers to achieve unprecedented productivity while delivering high-quality DSA solutions.","1558-2434","979-8-4007-1077-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11126220","Domain-Specific Accelerators (DSAs);High-Level Synthesis (HLS);Computer-Aided Design (CAD);Large Language Models (LLMs);Design Exploration","Deep learning;Productivity;Design automation;Codes;Large language models;Natural languages;Manuals;Silicon;Hardware;Hardware design languages","","2","","31","","29 Aug 2025","27-31 Oct. 2024","27-31 Oct. 2024","IEEE","IEEE Conferences"
"LLM Based Physical Verification Runset Generator","L. Francisco; S. Arikati","Synopsys, Inc., Sunnyvale, NC, USA; Synopsys, Inc., Sunnyvale, NC, USA",2024 ACM/IEEE 6th Symposium on Machine Learning for CAD (MLCAD),"6 Nov 2024","2024","","","1","7","The complexity in design rule description and coding is drastically increasing as technology nodes advance. This complexity makes the process of implementing the physical verification (PV) rule checks more time-consuming and susceptible to human error, creating the need to explore alternate methods to improve the runset creation process. The work presented proposes a generative AI solution that uses Large Language Models (LLMs) to interpret rule descriptions and generate design rule check decks (runsets) in a language that a PV tool can interpret. The LLM is fine-tuned with existing design rule manuals and runsets. After post-processing the LLM output, the presented solution can generate rules implementation with up to 97% accuracy. The proposed solution can be used as a runset writer Co-Pilot to help develop the new physical verification runsets. CCS Concepts • Hardware $\rightarrow$ Software tools for EDA; Best practices for EDA; Design rules; • Computing methodologies $\rightarrow$ Natural language processing.","","979-8-3503-6356-2","10.1109/MLCAD62225.2024.10740218","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10740218","AI;GenAI;LLMs;Physical Verification;Design Rule Checking;Runset Creation","Generative AI;Large language models;Manuals;Machine learning;Natural language processing;Hardware;Generators;Encoding;Complexity theory;Software tools","","1","","15","IEEE","6 Nov 2024","9-11 Sept. 2024","9-11 Sept. 2024","IEEE","IEEE Conferences"
"IntentGuide: Neuro-Symbolic Integration for Clarifying Human Intents by Rewriting Free-Form Sentences","N. K. Yeole; M. S. Hsiao","Computer Science, Virginia Tech, Blacksburg, USA; Electrical and Computer Engineering, Virginia Tech, Blacksburg, USA",2024 International Conference on AI x Data and Knowledge Engineering (AIxDKE),"16 May 2025","2024","","","18","21","This paper presents “IntentGuide,” a neuro-symbolic integration framework to enhance the clarity and executability of human intentions expressed in free-form sentences. IntentGuide effectively integrates the rule-based error detection capabilities of symbolic AI with the powerful adaptive learning abilities of Large Language Model (LLM) to convert ambiguous and/or complex sentences into clear, machine-understandable English instructions. The empirical evaluation of IntentGuide, performed on natural language sentences written by middle school students for designing video games, reveals a significant improvement in error correction and code generation abilities compared to previous approaches, attaining an accuracy rate of 90%.","2831-7203","979-8-3315-1704-5","10.1109/AIxDKE63520.2024.00010","NSF(grant numbers:2101021); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10990074","Natural language processing;Natural language programming;neuro-symbolic","Knowledge engineering;Video games;Adaptive learning;Accuracy;Large language models;Educational technology;Natural language processing;Error correction codes;Programming profession","","","","10","IEEE","16 May 2025","11-13 Dec. 2024","11-13 Dec. 2024","IEEE","IEEE Conferences"
"LLM4TDD: Best Practices for Test Driven Development Using Large Language Models","S. Piya; A. Sullivan","The University of Texas at Arlington, Arlington, TX, USA; The University of Texas at Arlington, Arlington, TX, USA",2024 IEEE/ACM International Workshop on Large Language Models for Code (LLM4Code),"30 Oct 2024","2024","","","14","21","In today’s society, we are becoming increasingly dependent on software systems. However, we also constantly witness the negative impacts of buggy software. Program synthesis aims to improve software correctness by automatically generating the program given an outline of the expected behavior. For decades, program synthesis has been an active research field, with recent approaches looking to incorporate Large Language Model. This paper explores the concept of LLM4TDD, where we guide Large Language Models to generate code iteratively using a test-driven development methodology. We conduct an empirical evaluation using ChatGPT and coding problems from LeetCode to investigate the impact of different test, prompt and problem attributes on the efficacy of LLM4TDD.CCS CONCEPTS• Software and its engineering → Software development techniques.","","979-8-4007-0579-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10734613","LLM;Test-driven development","Codes;Large language models;Conferences;Software systems;Chatbots;Encoding;Best practices;Software development management","","5","","28","CCBY","30 Oct 2024","20-20 April 2024","20-20 April 2024","IEEE","IEEE Conferences"
"Enhance FMEA with Large Language Models for Assisted Risk Management in Technical Processes and Products","Y. Xia; N. Jazdi; M. Weyrich","Institute of Industrial Automation and Software Engineering, University of Stuttgart, Stuttgart, Germany; Institute of Industrial Automation and Software Engineering, University of Stuttgart, Stuttgart, Germany; Institute of Industrial Automation and Software Engineering, University of Stuttgart, Stuttgart, Germany",2024 IEEE 29th International Conference on Emerging Technologies and Factory Automation (ETFA),"16 Oct 2024","2024","","","1","4","This paper presents a novel application of Large Language Models (LLMs) to improve Failure Mode and Effect Analysis (FMEA) for managing risks in technical processes and products. We designed an LLM multi-agent system that utilizes Retrieval Augmented Generation (RAG) for risk analysis and text generation. This system interfaces directly with an FMEA knowledge database to dynamically extract relevant information, perform reasoning based on user input and retrieved information, and generate targeted text recommendations for completing FMEA spreadsheets. By automating the analysis and synthesis of risk information, this system can provide expert knowledge and reduces the cognitive load on users, speeding up the FMEA process. The effectiveness and functionality of this LLM-enhanced FMEA application is demonstrated through a prototype, accessible via a GitHub Repository at: https://github.com/YuchenXia/LLMRiskAnalyzer.","1946-0759","979-8-3503-6123-0","10.1109/ETFA61755.2024.10710996","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10710996","Large Language Models;Multi-Agent System;FMEA;Risk Management;Intelligent Automation","Databases;Large language models;Prototypes;Cognitive load;Risk management;Data mining;Manufacturing automation;Software development management;Multi-agent systems","","5","","13","IEEE","16 Oct 2024","10-13 Sept. 2024","10-13 Sept. 2024","IEEE","IEEE Conferences"
"Topic Modeling Analysis in the Field of Large Language Models with BERTopic (2020–2024)","S. Uğuz; Ç. N. Tülü","Software Engineering Department, Adana Alparslan Türkes Science and Technology University, Adana, Türkiye; Software Engineering Department, Adana Alparslan Türkes Science and Technology University, Adana, Türkiye",2024 Innovations in Intelligent Systems and Applications Conference (ASYU),"28 Nov 2024","2024","","","1","6","One of the primary factors behind the success of contemporary artificial intelligence backed applications is the Large Language Models (LLMs). Remarkably, this concept that was virtually unknown just a few years ago has now become increasingly popular. Whereas initial Language Models (LMs) were updated and enhanced every few years, but we now witness new versions with new features and advanced capabilities are being released within mere months. This widespread adoption LLM's in daily life has also sparked our curiosity about the direction of academic research on this topic. In this study, academic papers related to LLM between 2020 and 2024 (until first quarter of 2024) were analyzed with topic modelling technique. The data used in this study were collected from the Scopus database and topic modeling analysis was performed using BERTopic. According to the analysis results obtained, it can be stated that the research topics named Large Language Models (LLMs), ChatGPT in Medicine, Sentiment Bias, Code Generation, Visual Language Models, and System Requirements for LLMs are quite remarkable. It has been revealed that the analysis results obtained and the developments in academic and professional business life are interrelated. Especially today, with the increasing use of ChatGPT, it is known that specialization has been made in this field in order to ensure better execution of queries and a new profession called Prompt Engineering has emerged.","2770-7946","979-8-3503-7943-3","10.1109/ASYU62119.2024.10757169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10757169","natural language processing;large language models;topic modeling;bertopic;prompt engineering","Analytical models;Visualization;Technological innovation;Databases;Large language models;Natural languages;Chatbots;Data models;Prompt engineering;Intelligent systems","","1","","26","IEEE","28 Nov 2024","16-18 Oct. 2024","16-18 Oct. 2024","IEEE","IEEE Conferences"
"Advancements in Generative AI: A Comprehensive Review of GANs, GPT, Autoencoders, Diffusion Model, and Transformers","S. Bengesi; H. El-Sayed; M. K. Sarker; Y. Houkpati; J. Irungu; T. Oladunni","Department of Computer Science, Bowie State University, Bowie, MD, USA; Department of Computer Science, Bowie State University, Bowie, MD, USA; Department of Computer Science, Bowie State University, Bowie, MD, USA; Department of Computer Science, Bowie State University, Bowie, MD, USA; Department of Computer Science, University of the District of Columbia, Washington, DC, USA; Department of Computer Science, Morgan State University, Baltimore, MD, USA",IEEE Access,"23 May 2024","2024","12","","69812","69837","The launch of ChatGPT in 2022 garnered global attention, marking a significant milestone in the Generative Artificial Intelligence (GAI) field. While GAI has been in effect for the past decade, the introduction of ChatGPT sparked a new wave of research and innovation in the Artificial Intelligence (AI) domain. This surge has led to the development and release of numerous cutting-edge tools, such as Bard, Stable Diffusion, DALL-E, Make-A-Video, Runway ML, and Jukebox, among others. These tools exhibit remarkable capabilities, encompassing tasks ranging from text generation and music composition, image creation, video production, code generation, and even scientific work. They are built upon various state-of-the-art models, including Stable Diffusion, transformer models like GPT-3 (recent GPT-4), variational autoencoders, and generative adversarial networks. This advancement in GAI presents a wealth of exciting opportunities across various sectors, such as business, healthcare, education, entertainment, and media. However, concurrently, it poses unprecedented challenges such as impersonation, job displacement, privacy breaches, security vulnerabilities, and misinformation. To addressing these challenges requires a new direction for research to develop solutions and refine existing products. In our endeavor to contribute profound insights to society and advance research on GAI, we present a comprehensive journal which explores the theoretical and mathematical foundations of GAI state-of-the-art models, exploring the diverse spectrum of tasks they can perform, examining the challenges they entail, and discussing the promising prospects for the future of GAI.","2169-3536","","10.1109/ACCESS.2024.3397775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10521640","Generative AI;GPT;bard;ChatGPT;diffusion model;transformer;GAN;autoencoder;artificial intelligence","Decoding;Mathematical models;Task analysis;Vectors;Codes;Transformers;Neural networks;Generative AI;Generative adversarial networks;Artificial intelligence;Chatbots;Encoding","","230","","277","CCBYNCND","6 May 2024","2024","","IEEE","IEEE Journals"
"Applying Large Language Models to Enhance the Assessment of Parallel Functional Programming Assignments","S. Grandel; D. C. Schmidt; K. Leach","Vanderbilt University, Nashville, Tennessee, USA; Vanderbilt University, Nashville, Tennessee, USA; Vanderbilt University, Nashville, Tennessee, USA",2024 IEEE/ACM International Workshop on Large Language Models for Code (LLM4Code),"30 Oct 2024","2024","","","102","110","Courses in computer science (CS) often assess student programming assignments manually, with the intent of providing in-depth feedback to each student regarding correctness, style, efficiency, and other quality attributes. As class sizes increase, however, it is hard to provide detailed feedback consistently, especially when multiple assessors are required to handle a larger number of assignment submissions. Large language models (LLMs), such as ChatGPT, offer a promising alternative to help automate this process in a consistent, scalable, and minimally-biased manner.This paper explores ChatGPT-4’s scalablility and accuracy in assessing programming assignments based on predefined rubrics in the context of a case study we conducted in an upper-level undergraduate and graduate CS course at Vanderbilt University. In this case study, we employed a method that compared assessments generated by ChatGPT-4 against human graders to measure the accuracy, precision, and recall associated with identifying programming mistakes. Our results show that when ChatGPT-4 is used properly (e.g., with appropriate prompt engineering and feature selection) it can improve objectivity and grading efficiency, thereby acting as a complementary tool to human graders for advanced computer science graduate and undergraduate students.CCS CONCEPTS• Software and its engineering → Software maintenance tools; • Applied computing → Computer-assisted instruction.","","979-8-4007-0579-3","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10734431","ChatGPT;Education;Generative AI;Large Language Models;Prompt Engineering;Automated Grading","Software maintenance;Accuracy;Codes;Large language models;Conferences;Computational modeling;Feature extraction;Chatbots;Prompt engineering;Functional programming","","4","","27","","30 Oct 2024","20-20 April 2024","20-20 April 2024","IEEE","IEEE Conferences"
"Data Formulator: AI-Powered Concept-Driven Visualization Authoring","C. Wang; J. Thompson; B. Lee","Microsoft Research, USA; Microsoft Research, USA; Microsoft Research, USA",IEEE Transactions on Visualization and Computer Graphics,"25 Dec 2023","2024","30","1","1128","1138","With most modern visualization tools, authors need to transform their data into tidy formats to create visualizations they want. Because this requires experience with programming or separate data processing tools, data transformation remains a barrier in visualization authoring. To address this challenge, we present a new visualization paradigm, concept binding, that separates high-level visualization intents and low-level data transformation steps, leveraging an AI agent. We realize this paradigm in Data Formulator, an interactive visualization authoring tool. With Data Formulator, authors first define data concepts they plan to visualize using natural languages or examples, and then bind them to visual channels. Data Formulator then dispatches its AI-agent to automatically transform the input data to surface these concepts and generate desired visualizations. When presenting the results (transformed table and output visualizations) from the AI agent, Data Formulator provides feedback to help authors inspect and understand them. A user study with 10 participants shows that participants could learn and use Data Formulator to create visualizations that involve challenging data transformations, and presents interesting future research directions.","1941-0506","","10.1109/TVCG.2023.3326585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292609","AI;visualization authoring;data transformation;programming by example;natural language;large language model","Data visualization;Temperature distribution;Urban areas;Visualization;Transforms;Histograms;Libraries","","19","","63","IEEE","23 Oct 2023","Jan. 2024","","IEEE","IEEE Journals"
"DreamCodeVR: Towards Democratizing Behavior Design in Virtual Reality with Speech-Driven Programming","D. Giunchi; N. Numan; E. Gatti; A. Steed","University College, London, UK; University College, London, UK; University College, London, UK; University College, London, UK",2024 IEEE Conference Virtual Reality and 3D User Interfaces (VR),"15 Apr 2024","2024","","","579","589","Virtual Reality (VR) has revolutionized how we interact with digital worlds. However, programming for VR remains a complex and challenging task, requiring specialized skills and knowledge. Powered by large language models (LLMs), DreamCodeVR is designed to assist users, irrespective of their coding skills, in crafting basic object behavior in VR environments by translating spoken language into code within an active application. This approach seeks to simplify the process of defining behaviors visual changes through speech. Our preliminary user study indicated that the system’s speech interface supports elementary programming tasks, highlighting its potential to improve accessibility for users with varying technical skills. However, it also uncovered a wide range of challenges and opportunities. In an extensive discussion, we detail the system’s strengths, weaknesses, and areas for future research.","2642-5254","979-8-3503-7402-5","10.1109/VR58804.2024.00078","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10494096","large language model;VR;rapid prototyping;low code programming;speech programming;Human-centered computing;Virtual reality Human-centered computing;Natural language interfaces","Visualization;Codes;Three-dimensional displays;Buildings;Virtual reality;Programming;Writing","","16","","79","IEEE","15 Apr 2024","16-21 March 2024","16-21 March 2024","IEEE","IEEE Conferences"
"Generative Artificial Intelligence for Industry: Opportunities, Challenges, and Impact","B. K. Saha","Grid Automation R&D, Hitachi Energy, Bangalore, India",2024 International Conference on Artificial Intelligence in Information and Communication (ICAIIC),"20 Mar 2024","2024","","","081","086","The recent advances in Generative Artificial In-telligence (GenAI) and Large Language Models (LLMs) have generated significant interest across the world. For a successful adoption of GenAI and LLMs by industry, it is critical to identify their potential benefits, impact, and challenges. Accordingly, in this work, we investigate a few use cases of LLMs, which are relevant across most industry segments. In order to empirically evaluate the impact of GenAI on the code generation use case, we build CodePrompt, a handcrafted dataset of sequential prompts used by a human user to generate code. We approximate efficiency by considering the ratio of the number of tokens of code generated by an LLM to the number of tokens in the user's prompt. Experimental results reveal that a sequential trial of prompts for code generation may lead to an efficiency factor of about 6.33, on average, which means that a user's effort is reduced to about one-sixth.","2831-6983","979-8-3503-4434-9","10.1109/ICAIIC60209.2024.10463245","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10463245","Artificial Intelligence;Generative AI;Large Language Models;Code Generation;Tokens;Data Pipeline;Bid Engineering","Industries;Codes;Generative AI","","7","","15","IEEE","20 Mar 2024","19-22 Feb. 2024","19-22 Feb. 2024","IEEE","IEEE Conferences"
